id,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language,match
80747,80747,1939,3548,Surrender of a Siren,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,25 Aug 2009,393,Random House USA Inc,English,Surrender of a Siren,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,August 25th 2009,384,Ballantine Books,English,1
81143,81143,1635,3559,Enchanting Pleasures,Eloisa James,Historical Romance:Historical Romance,03 Jun 2002,432,Random House (Pty) Ltd South Africa,English,Pleasure for Pleasure,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,November 28th 2006,404,Avon Books,English,0
81375,81375,2336,3575,Like No Other Lover : Pennyroyal Green Series,Julie Anne Long,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,Like No Other Lover,Julie Anne Long,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 16th 2008,385,HarperCollins e-books,,1
81379,81379,2427,3575,Together : An epic love story with a secret you won't see coming,Julie Cohen,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Sep 2017,352,Orion Publishing Co,English,Like No Other Lover,Julie Anne Long,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 16th 2008,385,HarperCollins e-books,,0
81549,81549,1461,3585,Dragon Actually,G. A. Aiken,Adventure Books:Romance:Romance Books,01 Sep 2008,352,Kensington Publishing,English,The Dragon Who Loved Me,G.A. Aiken,Fantasy;Dragons;Fantasy;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 6th 2011,383,Zebra Books,,0
82126,82126,1780,3623,The Forbidden Lord,Sabrina Jeffries,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,The Forbidden Lord,Sabrina Jeffries,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 28th 2009,384,Avon,English,1
82833,82833,698,3667,On Dublin Street,Samantha Young,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Jun 2013,416,Penguin Books Ltd,English,An On Dublin Street Christmas,Samantha Young,Romance;Romance;Contemporary Romance;New Adult;Contemporary;Adult;Short Stories,December 15th 2012,36,,,1
82937,82937,3052,3675,Ultimate Sins,Lora Leigh,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Sep 2014,384,St Martin's Press,English,Ultimate Sins,Lora Leigh,Romance;Romance;Romantic Suspense;Romance;Contemporary Romance;Contemporary,August 26th 2014,384,St. Martin's Paperbacks,,1
83460,83460,3077,3690,Sweet Addiction,Maya Banks,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Nov 2014,330,Penguin Putnam Inc,English,Sweet Seduction,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Contemporary,October 6th 2009,297,Berkley Heat,English,0
83628,83628,1263,3700,A Night on the Orient Express,Veronica Henry,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Jul 2013,368,Orion Publishing Co,English,Through the Ever Night,Veronica Rossi,Science Fiction;Dystopia;Young Adult;Romance;Fantasy;Science Fiction,January 8th 2013,341,HarperCollins,English,0
83674,83674,1420,3701,Allegiance of Honor,Nalini Singh,Horror:Horror:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books,27 Dec 2016,512,Berkley Books,English,Allegiance of Honor,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Urban Fantasy;Fantasy;Paranormal;Shapeshifters,June 14th 2016,478,Berkley,English,1
84104,84104,1163,3728,Under a Vampire Moon,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,18 May 2012,351,HarperCollins Publishers Inc,English,The Accidental Vampire,Lynsay Sands,Paranormal;Vampires;Fantasy;Paranormal;Romance;Romance;Paranormal Romance,December 26th 2008,372,Avon,English,0
84106,84106,1217,3728,The Reluctant Vampire,Lynsay Sands,Romance:Romance Books,01 Aug 2011,384,HarperCollins Publishers Inc,English,The Accidental Vampire,Lynsay Sands,Paranormal;Vampires;Fantasy;Paranormal;Romance;Romance;Paranormal Romance,December 26th 2008,372,Avon,English,0
84147,84147,2563,3730,Only His,Susan Mallery,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,344,HarperCollins Publishers,English,Only His,Susan Mallery,Romance;Contemporary Romance;Romance;Contemporary;Womens Fiction;Chick Lit,September 27th 2011,344,HQN Books,English,1
84201,84201,2995,3731,The Promise,Danielle Steel,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,01 Jul 1990,288,Bantam Doubleday Dell Publishing Group Inc,English,The Promise,Danielle Steel,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary;Novels;Romance;Contemporary Romance;Adult;Drama;Love;Romance;Love Story,,224,Warner Books,English,1
84225,84225,1980,3733,Heartwishes,Jude Deveraux,Romance:Romance Books:Historical Romance:Historical Romance,29 May 2012,456,SIMON & SCHUSTER,English,Heartwishes,Jude Deveraux,Romance;Contemporary;Fiction,August 30th 2011,363,Atria Books,English,1
85474,85474,1898,3788,In Bed With the Devil,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English,Between the Devil and Desire,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,December 30th 2008,384,Avon,English,0
