id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language
1847,Back to You,Priscilla Glenn,Romance;New Adult;Contemporary;Romance;Contemporary Romance,October 20th 2012,328,CreateSpace Independent Publishing Platform,None
1848,Weathering Jack Storm,Lisa Gillis,Romance;Romance;Contemporary Romance;Music;Contemporary;Music;Musicians,August 29th 2013,318,Rock Star Reads,
1849,Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie  Jacobsen,History;Nonfiction;Science;War;World War II;War,February 11th 2014,575,Little; Brown and Company,English
1850,His Brother's Wife,Val Wood,,January 1st 2014,352,Transworld Publishers,None
1851,A Modern Love Story,Jolyn Palliata,Romance;Romance;Contemporary Romance;Contemporary;New Adult,January 30th 2012,288,,None
1852,Code Name: Ghost,Natasza Waters,War;Military;Romance;Romantic Suspense;Romance;Contemporary,July 19th 2013,336,Secret Cravings Publishing,
1853,Fighting for You,Sydney Landon,Romance;Romance;Contemporary Romance;Contemporary;New Adult;War;Military,October 15th 2013,None,Penguin Group,
1854,The Pastor's Wife,Dennis E. Adonis,,February 4th 2012,112,True Events Media Group,None
1855,He Belongs with Me,Sarah Darlington,New Adult;Romance;Contemporary;Romance;Contemporary Romance,February 27th 2014,279,,
1856,Down This Road,Holly  Young,Romance,September 4th 2012,300,Tate Publishing & Enterprises,None
1857,Jessica's Seduction,Darren G. Burton,Romance;Adult Fiction;Erotica;Short Stories,March 23rd 2013,126,,
1858,The Contract,Zeenat Mahal,Romance;Contemporary;Novella;Romance;Contemporary Romance;Cultural;Pakistan,June 12th 2013,108,Indireads,
1859,Escape down under,S.M.  Phillips,Romance;Contemporary Romance;Business;Amazon,June 2014,None,S.M. Phillips,
1860,a canter of the heart,E.E. West,,December 16th 2013,374,D. A. Robinson,None
1861,Speechless,Hannah Harrington,Young Adult;Contemporary;Romance;Realistic Fiction;Fiction,August 28th 2012,288,HarlequinTeen,English
1862,Changing Times,Jacqueline Rhoades,,January 30th 2014,330,,
1863,Time Enough for Love,Suzanne Brockmann,Romance;Science Fiction;Time Travel;Romance;Contemporary Romance;Contemporary;Fiction;Science Fiction,October 1st 1997,212,Loveswept,English
1864,Memory Betrayal,Deborah Ann,Romance;Business;Amazon;New Adult;Romance;Contemporary Romance,October 10th 2013,450,Destiny Publishing-Hester,
1865,Pearlcasting: A love story,Lynn Matheson,,January 21st 2014,123,Lynn Matheson,None
1866,Dites Oui: Say Yes,B.P. Manning,,February 28th 2014,664,Watso Waananen Press,None
1867,The Billionaire Banker,Georgia Le Carre,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary,October 14th 2013,277,Georgia Le Carre,
1868,Second Chance Grill,Christine Nolfi,Romance;Fiction;Romance;Contemporary Romance;Womens Fiction,October 30th 2012,313,Christine Nolfi,
1869,First Chance,A.L. Wood,Romance;New Adult;Music;Contemporary;Academic;College,January 24th 2014,136,Amazon Digital Services,
1870,the McEllis Boys,Nicole Sturgill,Historical,January 17th 2014,550,Dream Big Publishing,None
1871,My Wolf King,Rose Wynters,Fantasy;Paranormal;Paranormal;Shapeshifters;Erotica;Menage;Romance;Adult Fiction;Erotica;Shapeshifters;Werewolves,June 9th 2013,None,,
1872,Star Struck,J.S.  Taylor,Romance;Music;Romance;Contemporary Romance,,250,Devoted Books,
1873,Illusions of Love,S.A. Ferguson,,March 23rd 2014,358,Sally Ferguson,None
1874,Brave Love,Stephanie Frugis,,June 20th 2013,280,Page Publishing; Inc.,None
1875,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,
1876,Come Find Me,Travis Neighbor Ward,Romance;Romance;Contemporary Romance,April 4th 2014,235,Northside Books,None
1877,Justice,Laurann Dohner,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Adult Fiction;Erotica;Paranormal;Shapeshifters,November 11th 2011,222,Ellora's Cave,English
1878,Tainted Rose,Abby Weeks,Dark;Sociology;Abuse;Adult Fiction;Erotica,April 9th 2014,308,Weeks,
1879,منتهى الحب,إحسان عبد القدوس,,,271,,None
1880,Tempting Love: Haley & Eddie,Melanie Shawn,Romance;Romance;Contemporary Romance;Contemporary,April 2nd 2014,250,Red Hot Reads Publishing,
1881,And the Sun Always Sets,Danny Odato,Romance;Novels;Cultural,April 10th 2014,190,Outskirts Press,None
1882,Lex,S.K. Logsdon,Dark;Romance;Adult Fiction;Erotica;Sociology;Abuse;Gay Romance;Gay For You;Romance;Erotic Romance,April 30th 2014,482,S.K. Logsdon,
1883,Complicated Creatures: Part One,Alexi Lawless,Romance;Romance;Romantic Suspense;Suspense,April 24th 2014,400,VIVRANT Press Publications,
1884,When Crazy's Coming; The Midlife Misadventures of a Midlife Diva,Trumillia Lunnie-Thomas,,April 23rd 2014,335,bbpco.; an indie publishinghouse,
1885,The Dark Lady,Dawn Chandler,Historical;Romance,May 12th 2013,388,Black Opal Books,None
1886,Weeping Willows,Nancy   Baker,,October 25th 2013,282,,None
1887,Autumn Getaway,Jennifer Gracen,Romance;Contemporary;Romance;Contemporary Romance;Womens Fiction;Chick Lit,March 28th 2014,299,Booktrope Publishing,English
1888,Destroy Me,Laura Bailey,Erotica;Bdsm;Dark;Adult Fiction;Erotica;Romance;Did Not Finish;Contemporary;Romance;Erotic Romance;Romance;Contemporary Romance;Suspense;Business;Amazon,March 3rd 2014,160,Dark Horse Publishing,
1889,Doctors,Erich Segal,Fiction;Romance;Medical;Drama,July 19th 1989,688,Bantam,English
1890,Elsker,S.T. Bende,Fantasy;Romance;New Adult;Fantasy;Mythology;Fantasy;Paranormal;Young Adult,May 22nd 2013,304,CreateSpace Independent Publishing Platform,None
1891,Moments in Time: The Complete Novella Collection,Dori Lavelle,Romance;Contemporary,,386,Createspace,
1892,Christmas Wishes; Valentine Kisses: Unwrapped & Cupid's Mistake In One Volume,Chantilly White,Romance;Contemporary Romance,May 14th 2014,275,SnapDragon Press,
1893,My Everything (My Everything Series),Michelle Jane,Love;Romance,September 14th 2013,218,Michelle Jane,None
1894,Kiss Me Like This,Bella Andre,Romance;New Adult;Romance;Contemporary Romance;Contemporary;Academic;College,June 11th 2014,300,,
1895,An Involuntary Spark,V.C. Archerly,Romance;Novella;Romance;Interracial Romance,March 19th 2013,76,Amazon Digital Services; Inc.,
1896,Lily of the Valley,Sarah Daltry,New Adult;Romance;Adult Fiction;Erotica;Romance;Contemporary Romance,September 2nd 2013,408,Createspace,
1897,The Seduction of Samantha Bowman,Nancy    Miller,Thriller;Mystery Thriller,June 7th 2013,286,Nancy Miller,
1898,Irrepressible You,Georgina Penney,Contemporary;Womens Fiction;Chick Lit;Romance;Romance;Contemporary Romance;Humor;Funny;Fiction;Humor,February 14th 2014,280,Penguin Books,None
1899,Learning To Let Go,Cynthia P. O'Neill,New Adult;Romance,February 7th 2014,278,,
1900,The Belgrave Daughter,Zara Hoffman,Romance;Fantasy;Paranormal;Fantasy;Paranormal;Witches;Young Adult;Fiction;Fantasy;Magic,November 13th 2013,166,ZH Press,English
1901,Land of My Dreams,Norma Gail,Christian;Romance;Christian Fiction;Romance;Contemporary Romance;Fiction,,380,Lighthouse Publishing of the Carolinas,None
1902,The Wilde Women,Paula Wall,Womens Fiction;Chick Lit;Fiction;Historical;Historical Fiction;American;Southern;Romance,March 1st 2007,310,Atria Books,English
1903,Robin: Lady of Legend (The Classic Adventures of the Girl Who Became Robin Hood),R.M. ArceJaeger,Fantasy;Historical;Historical Fiction;Young Adult;Romance;Historical,January 1st 2012,382,Platypus Press,None
1904,Vampires of the Chesapeake: Kian MacTiernan (Vampires of the Chesapeake #1),D.A. Rhine,,,224,,None
1905,The Last Encore,Julia  Butler,Romance;Contemporary;Romance;Contemporary Romance,July 1st 2014,280,Julia Butler,None
1906,The Forgotten Child,Lorhainne Eckhart,Romance;Fiction;Romance;Contemporary Romance;Contemporary;Westerns,November 6th 2011,216,,;
1907,Between Henry & Clinton; A Novel,Francine Richetti,,May 23rd 2014,300,,None
1908,Pack of Lies,Lucy Felthouse,Fantasy;Paranormal;Adult Fiction;Erotica;Romance;Paranormal Romance;Paranormal;Shapeshifters;Romance;M M Romance;Shapeshifters;Werewolves,August 8th 2014,None,Ellora's Cave Publishing,
1909,A Deal with God: The Power of One,Michael Haden,Christian;Christian Fiction;Fiction;Romance;Marriage,November 17th 2011,344,Denco Media,None
1910,The Publicist,Christina George,Romance;Womens Fiction;Chick Lit;Contemporary;Business;Amazon;Romance;Contemporary Romance;Fiction;Adult;New York;Did Not Finish,November 2012,226,Christina George,
1911,Made by Design,J.L.  Myers,Romance;Paranormal Romance;Romance,July 29th 2014,379,J.L. Myers,
1912,Saving Toby,Suzanne McKenna Link,New Adult;Romance;Contemporary;Romance;Contemporary Romance,January 18th 2014,350,,None
1913,Rewind,Susan  Ward,New Adult;Romance;Contemporary Romance;Romance;Novella,August 4th 2014,57,Amazon Digital Services,
1914,Captured,Willow Danes,Science Fiction;Aliens;Science Fiction;Romance;Romance;Science Fiction Romance;Fantasy;Paranormal,August 5th 2014,218,Here Be Dragons,
1915,Loving Therese,Ju Ephraime,,,None,ENVISION Business & Computer School Publishing,None
1916,The Charm Necklace,Lauren Rosolino,,June 11th 2014,433,Lauren M Rosolino Inc,
1917,Somewhere on Maui,Toby Neal,Romance;Romance;Contemporary Romance,November 10th 2013,196,Neal,
1918,War - Horseman of the Apocalypse (Love Blooms Eternal),Jeff Fuell,,February 24th 2013,194,Createspace Independent Publishing Platform,None
1919,Captured Miracle,Alannah Carbonneau,Dark;Adult Fiction;Erotica;Romance;Contemporary,May 29th 2014,206,,
1920,The Arrival,Pat McCraw,Fantasy;Fantasy;Magic;Glbt;Gay,August 14th 2014,222,Createspace,English
1921,The Immortal Collection,Eva García Sáenz;Lilit Zekulin Thwaites,Romance;Fantasy;Fantasy;Urban Fantasy;Historical;Historical Fiction;Fantasy;Paranormal;Fiction,April 8th 2014,670,AmazonCrossing,
1922,Four Days with Hemingway's Ghost,Tom Winton,Fiction;Historical;Historical Fiction;Fantasy;Paranormal,June 26th 2012,142,Tom Winton,None
1923,Werewolf Nights,Mari Hamill,Romance;Fantasy;Shapeshifters;Werewolves;Horror;Fantasy;Paranormal;Adult;Romance;Paranormal Romance,July 15th 2014,252,Dog Ear Publishing,None
1924,In the Midnight Rain,Ruth Wind;Barbara Samuel,Romance;Romance;Contemporary Romance;Mystery;Contemporary,May 2nd 2000,416,HarperTorch,English
1925,Overseas,Beatriz Williams,Romance;Science Fiction;Time Travel;Historical;Historical Fiction;Fiction;Womens Fiction;Chick Lit;Fantasy;Historical,May 10th 2012,464,G.P. Putnam's Sons,English
1926,Curveball,Teresa Michaels,Romance;Suspense;Romance;Romantic Suspense;Mystery;Sports and Games;Sports,September 23rd 2014,412,CreateSpace,
1927,Branded,Lora Ann,Romance;Suspense;Adult Fiction;Erotica;Adult,August 26th 2014,279,The Greatest of These; LLC,
1928,Finding Serenity,Eden Butler,New Adult;Romance;Romance;Contemporary Romance,April 10th 2014,286,CreateSpace,English
1929,Grays Hill,Barbara T. Cerny,Romance;Historical Romance;Romance,September 10th 2010,280,Strategic Book Publishing & Rights Agency; LLC,English
1930,Sacred Waters,Lydia Michaels,Romance;Contemporary Romance;Romance;Contemporary;New Adult,July 3rd 2013,237,Secret Cravings Publishing,
1931,In the Shadow of Angels,Fanny Lee Savage,Fantasy;Paranormal,September 12th 2014,316,Fanny Lee Savage,
1932,Time Was - A romantic comedy ..... with a kink,Paul     Adams,Romance,May 18th 2014,252,Halcyon Publishing,None
1933,Kamadeva: The God of Desire,Anuja Chandramouli,Fantasy;Mythology;Fiction;Fantasy,August 2014,326,Rupa Publications India,English
1934,Hart Attack,Cristin Harber,Romance;Romantic Suspense;War;Military;Romance;Romance;Contemporary Romance,November 18th 2014,268,Mill Creek Press,None
1935,Amelia,Bernadette Marie,Romance;Contemporary Romance;Romance,July 31st 2014,None,5 Prince Publishing,
1936,Bitter Candy,Lily Ableman,Young Adult;Romance,September 16th 2014,302,Lily Ableman,;
1937,Island Roulette,Emily   Smith,Short Stories,November 15th 2014,None,,None
1938,The Runaway Jury,John Grisham,Fiction;Thriller;Mystery;Thriller;Legal Thriller;Suspense,April 25th 2006,358,Delta,English
1939,Darker Water,Lauren Stewart,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Humor;Funny,October 3rd 2014,None,Off the Hook Publishing,
1940,Warrior's Surrender,Elizabeth Ellen Carter,Romance;Historical Romance;Romance;Historical;Historical;Medieval,November 7th 2014,352,Etopia Press,None
1941,Rival Hearts,Natalie Decker,Young Adult;Romance;Sports and Games;Sports;Contemporary;Contemporary Romance;Sports Romance,December 23rd 2014,277,Swoon Romance,None
1942,Left to Chance,C.D. Taylor,Romance;Fiction;Romance;Contemporary Romance,February 19th 2013,238,Booktrope,
1943,Internal  Conflict,E.A. Stripling,Contemporary,December 7th 2014,288,,
1944,Paradox Love,Dorothy Gravelle,Fantasy;Romance;Fantasy;Paranormal;Animals;Young Adult,December 18th 2014,248,Diego Beach Publishing,None
1945,Sealed Fate Savage Passion,Patricia Lynndail,Romance;Historical Romance;Historical;Historical Fiction,September 5th 2014,536,Authorhouse,None
1946,Troy: Fianna Fáil: Soldiers of Destiny,S. Kline,Romance;Dark,November 7th 2014,384,S. Kline,
1947,Sweet Confections,Danyelle Ferguson,Romance;Romance;Contemporary Romance;Contemporary;Mystery,April 8th 2014,259,Wonderstruck Books,
1948,Fallen Angel: A Mafia Romance - Part I,Alisa Anderson;Cameron Skye,Romance;Novella;Adult Fiction;Erotica,September 24th 2014,63,iceKitty Publishing,
1949,The Vagabond Vicar,Charlotte Brentwood,Historical;Historical Fiction;Romance;Historical;Regency;Romance;Historical Romance;Historical;Fiction,October 15th 2014,None,,None
1950,Legal Ease,Lori Ryan,Romance;Romance;Contemporary Romance;Contemporary;Romance;Romantic Suspense;Suspense,April 18th 2013,376,Cara Shannon,
1951,The Last Love of Eleanor Sands,Gary Paul Corcoran,,November 5th 2014,366,Stargazer Press,None
1952,Rock Notes,Renee Lee Fisher,Romance;Contemporary Romance;Music;Contemporary;Romance,May 30th 2013,274,Createspace Independent Publishing Platform,
1953,Beach Bum Billionaire; Book Two,Jill Lang,Romance,January 9th 2015,121,Lang Publishing,
1954,Soundings: Water Elemental,Janine Donoho,Romance;Contemporary;Fantasy,February 2015,None,Booktrope Publishing,
1955,Compulsion,Martina Boone,Young Adult;Fantasy;Fantasy;Paranormal;Romance,October 28th 2014,433,Simon Pulse,English
1956,All This Time,Kim Cox,,January 24th 2015,206,Kim Cox Books,English
1957,After the Rain,Jo Watson,Romance;Romance;Contemporary Romance;Contemporary;New Adult,August 19th 2014,257,Jo Watson,
1958,Darker Shades of Obsession,J.R.  King,Dark;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Erotic Romance,December 31st 2014,674,Amazon Digital Services,
1959,Rory's Love,Donna Butler,,November 19th 2014,197,Amazon,None
1960,Under The Cypress Tree,Ashleigh Z.,Romance;Contemporary,February 15th 2015,125,Kindle,
1961,Saving Ella,Kirsty Dallas,Romance;Sociology;Abuse;New Adult;Contemporary;Dark,March 2014,259,,
1962,Tyburn,Jessica Cale,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction;Gothic,December 8th 2014,344,Liquid Silver Books,
1963,Fire & Water,Betsy Graziani Fasbinder,Romance;Fiction,February 14th 2013,416,She Writes Press,
1964,Your Love Was All I Had!,Kaushal Jha,Romance,November 28th 2014,176,Kiran Publishers,None
1965,Fading Away,Dannielle Wicks,Young Adult;Romance,April 7th 2015,280,Limitless Publishing,
1966,The Shadows,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,March 31st 2015,590,Signet,
1967,Pursuit For Lucidity,Marie Jem,Romance,January 11th 2014,438,,None
1968,Tailing Her,Celia Kyle,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Shapeshifters,March 8th 2015,None,Summerhouse Publishing,
1969,All Fired Up,Morticia Knight,Romance;M M Romance;Contemporary;Romance;Emergency Services;Firefighters,September 5th 2014,160,Totally Bound,
1970,Broken Homes & Gardens,Rebecca Kelley,Fiction;Romance;Womens Fiction;Chick Lit;Womens Fiction,April 28th 2015,268,Blank Slate Press,None
1971,Bound by the Summer Prince,Mistral Dawn,Fantasy;Adult Fiction;Erotica;Romance;Paranormal Romance,February 25th 2015,286,Mistral Dawn,
1972,The Golding,Sonya Deanna Terry,Science Fiction;Time Travel;Fantasy,December 24th 2014,500,Sonya D Terry,
1973,Take a Piece of My Heart,Diane Rose Duffy,Romance;Romance;Contemporary Romance;Womens Fiction;Womens Fiction;Chick Lit;Young Adult,September 29th 2014,248,CreateSpace Independent Publishing Platform,None
1974,A Tender Touch (Donnelley Brother's Book Four,Alannah Carbonneau,,January 6th 2015,212,,None
1975,Stepbrother Got Me Pregnant,Ethan Cox,Romance,April 6th 2015,22,Forbidden Pregnant Romance,
1976,Love at Second Life,Rachael Ruble,,February 5th 2015,185,Light Switch Press,None
1977,Return to Me,Jill Sanders,Romance;Contemporary Romance;Romance,March 31st 2015,276,Jill Sanders,
1978,Ella's Love,Jasmine  Lee,Romance;Contemporary;Fiction,February 4th 2015,150,Jasmine Lee,None
1979,Clipped by Love,Toni Aleo,Sports and Games;Sports;Romance;New Adult;Academic;College;Sports;Hockey;Contemporary Romance;Sports Romance,April 27th 2015,None,,
1980,The Newcomer,Robyn Carr,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Womens Fiction;Chick Lit,June 25th 2013,364,Harlequin MIRA,
1981,The Huntress of Thornbeck Forest,Melanie Dickerson,Historical;Historical Fiction;Romance;Fantasy;Christian Fiction;Young Adult;Christian;Historical,May 12th 2015,306,Thomas Nelson,
1982,All Yours,Violette Paradis,,June 2014,64,Paradis Erotica,
1983,السيدة خديجة أم المؤمنين,أحمد محمد صقر,Inspirational;Religion;Islam;Spirituality;Historical,,142,وزارة التربية و التعليم - قطاع الكتب - مصر,None
